Cluster,Identifier
1274,7T2D_1_B_A
1274,7T2B_1_B_A
1275,5ymy_B
1276,3bp8_B
1277,2lpb_B
1278,1t44_B
1279,2mro_B
1280,4ds8_B
1280,3ujg_B
1281,4ui0_B
1282,5wux_B
1282,5yoy_B
1282,3wd5_B
1282,3l9j_B
1282,4g3y_B
1282,4KGQ_1_B_C
1282,4KGG_1_B_C
1283,5fr1_B
1283,5fr2_B
1283,4f38_B
1284,2E33_1_A_B
1285,3dco_B
1286,1p1z_B
1286,1p4l_B
1287,2vxt_B
1287,3WO3_1_A_B
1287,4hjj_B
1287,3WO4_1_A_B
1287,4R6U_1_B_C
1287,4eee_B
1288,2mkc_B
1289,2a7u_B
1290,6aaf_B
1291,4k3j_B
1292,5jto_B
1293,4BFI_1_B_A
1294,3t6g_B
1295,4mit_B
1296,8Q6R_1_C_D
1296,7B26_1_A_B
1296,6S08_1_B_A
1296,6S0B_1_B_A
1297,1A0H_1_D_E
1297,1A0H_1_A_B
1297,3E6P_1_L_H
1297,6PX5_1_X_B
1298,6bxc_B
1298,6bxa_B
1299,3gc3_B
1300,6WLW_1_V_U
1300,9B8O_1_p_P
1301,6mud_B
1301,4ovn_B
1302,6f9s_B
1303,6g04_B
1304,5xnp_B
1305,5inb_B
1305,5ioh_B
1305,5j28_B
1306,5y11_B
1307,4XI5_1_A_B
1307,4XHJ_1_A_B
1308,4yvq_B
1309,6ch3_B
1310,8TNT_1_B_A
1310,7CZE_1_B_A
1310,7S1B_1_B_A
1310,5T1D_1_B_A
1310,8TNN_1_B_A
1311,4d0g_B
1311,4c4p_B
1312,6cmg_B
1313,2wp0_B
1314,3ukw_B
1315,1i8k_B
1316,4asw_B
1317,1kig_B
1318,6q69_B
1319,3ul4_B
1319,4dh2_B
1320,4u97_B
1321,4lqf_B
1321,4lu5_B
1322,1eo8_B
1322,5w42_B
1322,1qfu_B
1322,4fqy_B
1322,4fqi_B
1322,6ii4_B
1323,4G1M_1_B_A
1323,6MSU_1_B_A
1323,4MMY_1_B_A
1323,6MSL_1_B_A
1323,4MMZ_1_B_A
1323,4MMX_1_B_A
1323,6NAJ_1_B_A
1323,4O02_1_B_A
1323,6MK0_1_B_A
1323,4G1E_1_B_A
1323,4NEH_1_B_A
1323,4NEN_1_B_A
1323,5ES4_1_B_A
1323,3K6S_1_B_A
1323,3K71_1_B_A
1323,7USM_1_B_A
1323,7USL_1_B_A
1323,3K72_1_B_A
1324,6mun_B
1325,3gj4_B
1326,4brw_B
1327,3ch5_B
1328,3ma9_B
1328,2xra_B
1328,3mac_B
1328,2cmr_B
1329,4bqd_B
1330,1l4d_B
1330,1l4z_B
1331,5xco_B
1332,4jmf_B
1333,6ob1_B
1334,3onl_B
1335,5npo_B
1336,4c5g_B
1337,1pk1_B
1338,3etb_B
1339,3f5c_B
1340,1atn_B
1341,6ov2_B
1342,3opz_B
1343,5jem_B
1344,4x33_B
1345,6KD5_1_A_B
1346,3e2u_B
1347,2lqc_B
1348,6gd5_B
1349,4b1v_B
1350,7KD6_1_B_E
1350,2dsp_B
1350,1wqj_B
1350,2dsr_B
1350,3kr3_B
1350,2l29_B
1350,6ff3_B
1351,2mws_B
1352,1ihs_B
1353,2wy2_B
1354,8TZO_1_B_A
1354,7KC4_1_B_D
1354,8TZR_1_B_A
1355,6dc8_B
1356,5yr0_B
1357,2yj1_B
1358,1tt5_B
1359,1i2m_B
1360,1ogy_B
1361,1q68_B
1361,1q69_B
1362,4PE5_1_A_C
1363,5dmi_B
1363,7KX0_1_D_C
1363,7KX0_1_E_A
1363,7KX0_1_F_B
1363,2aw2_B
1363,3tje_B
1364,1uad_B
1365,7XT6_1_C_A
1365,7XQ8_1_B_A
1366,6b0s_B
1367,2rr3_B
1368,6um5_B
1369,1u0s_B
1370,3lbx_B
1371,1zsg_B
1372,5UK5_1_A_B
1373,3r1g_B
1374,3dvm_B
1375,7LBC_1_B_A
1375,4ZCG_1_B_A
1375,7LA5_1_B_A
1375,4ZBK_1_B_A
1375,4ZC6_1_B_A
1375,4Z9O_1_B_A
1375,6XPC_1_B_A
1375,5V4Q_1_B_A
1376,5l6n_B
1377,4V3D_1_C_D
1378,4dxa_B
1379,3bky_B
1380,8GZ1_1_D_B
1380,8GZ2_1_D_B
1381,1wa7_B
1382,2w2n_B
1382,2w2m_B
1383,4j2l_B
1384,1t6b_B
1384,1tzn_B
1385,9AT8_1_F_E
1386,6jcs_B
1387,4u0q_B
1388,1zm4_B
1389,2k8b_B
1389,2k8c_B
1390,5ixd_B
1391,3h3g_B
1392,3beg_B
1393,7YTC_1_J_A
1393,7YTC_1_J_L
1393,7Y09_1_J_L
1393,7JG2_1_J_C
1393,6UE7_1_D_B
1393,7Y09_1_J_A
1393,6KXS_1_J_A
1393,7Y0J_1_J_L
1393,7Y0H_1_J_A
1393,7Y0H_1_J_L
1393,6KXS_1_J_L
1393,7YSG_1_J_A
1393,7YG2_1_J_A
1393,7YG2_1_J_L
1393,7YSG_1_J_L
1393,7YTD_1_J_A
1393,7YTD_1_J_L
1393,8BPE_1_J_L
1393,8BPF_1_J_A
1393,8BPF_1_J_L
1394,3cx6_B
1394,3cx8_B
1394,3cx7_B
1395,2j1k_B
1396,6e4y_B
1397,3k9m_B
1398,3ajb_B
1399,6fq0_B
1400,9BRZ_1_b_c
1401,4zi3_B
1401,4zi2_B
1402,4yc7_B
1403,5kho_B
1403,4k81_B
1403,1lfd_B
1403,1he8_B
1403,2uzi_B
1403,1wq1_B
1403,6ba6_B
1403,4hdq_B
1403,4hdo_B
1403,1vg0_B
1403,5szk_B
1403,5szh_B
1403,5o74_B
1403,2fu5_B
1403,1a2k_B
1403,2ot3_B
1403,2efh_B
1403,2efd_B
1403,4g01_B
1404,5d1k_B
1404,5d1l_B
1404,5d1m_B
1405,4rs1_B
1406,2jtt_B
1407,5tdy_B
1408,2pms_B
1409,4ofy_B
1410,4WM0_1_A_D
1410,4WN2_1_A_D
1410,4WMK_1_A_D
1410,4WMI_1_A_D
1410,4WMA_1_A_D
1410,4WMB_1_A_D
1410,4WNH_1_A_D
1411,4hj0_B
1411,6dkj_B
1411,5e94_B
1412,2xze_B
1413,1f34_B
1414,7CM3_1_B_A
1414,7W7G_1_D_C
1414,7CU3_1_B_A
1414,7SX3_1_B_A
1414,7SX4_1_B_A
1415,5W7B_1_C_A
1416,6s8s_B
1417,3t1q_B
1418,4liq_B
1419,5wuj_B
1420,4g6v_B
1421,5vx0_B
1421,5vwy_B
1421,5vx2_B
1421,5vwx_B
1421,5vx3_B
1422,5U7Z_1_A_B
1422,6MHM_1_A_B
1423,2ZR1_1_A_B
1423,2AAI_1_A_B
1423,8TFH_1_A_B
1423,7KBI_1_A_B
1423,7KD0_1_A_B
1423,7KBK_1_A_B
1423,3RTJ_1_A_B
1423,7KD2_1_A_B
1423,7KDM_1_A_B
1423,3RTI_1_A_B
1423,7KC9_1_A_B
1423,2RG9_1_A_B
1423,4EB2_1_A_B
1423,6ELY_1_A_B
1423,1ONK_1_A_B
1423,3D7W_1_A_B
1423,4JKX_1_A_B
1423,1PUU_1_A_B
1423,1OQL_1_A_B
1423,1M2T_1_A_B
1423,3O5W_1_A_B
1423,2R9K_1_A_B
1423,1PUM_1_A_B
1423,2MLL_1_A_B
1423,1CE7_1_A_B
1423,1PC8_1_A_B
1423,1YF8_1_A_B
1423,1TFM_1_A_B
1424,6obn_B
1425,3eoy_B
1426,5wpa_B
1427,7WVG_1_C_A
1427,8GV7_1_C_A
1427,7T6X_1_C_U
1427,7KFH_1_G_A
1427,7KFH_1_I_C
1427,7KFH_1_H_B
1427,7BU8_1_J_A
1427,7KDD_1_D_A
1427,7KDD_1_F_B
1427,8G3P_1_C_B
1427,8G3O_1_A_G
1427,8G3O_1_C_B
1427,8G3P_1_F_A
1427,8G3O_1_E_H
1427,8G3P_1_H_E
1427,7SOC_1_H_A
1427,7L56_1_J_A
1427,7L56_1_F_B
1427,8G40_1_B_H
1427,8G40_1_C_I
1427,8G40_1_A_G
1427,8SAX_1_C_A
1427,8SAX_1_K_I
1427,8SAX_1_G_E
1427,4R8W_1_H_A
1427,7TLY_1_A_I
1427,7YAD_1_C_E
1427,8SAW_1_H_E
1427,6UM7_1_F_E
1427,8SB2_1_H_F
1427,6UM7_1_J_A
1427,8SB2_1_C_A
1427,8VYG_1_A_R
1427,8SAW_1_M_K
1427,6UM7_1_B_I
1427,8SAW_1_C_A
1427,8SB2_1_M_K
1427,7UOV_1_O_a
1427,7UOV_1_S_c
1427,8T7A_1_F_b
1427,8T7A_1_H_c
1427,7UOT_1_S_c
1427,7UOV_1_Q_b
1427,8UT3_1_F_C
1427,8T7A_1_D_a
1427,7UOT_1_O_a
1427,7UOT_1_Q_b
1427,8S9G_1_H_E
1427,8FXC_1_H_E
1427,8FXB_1_H_E
1427,7YAD_1_A_M
1427,6WPS_1_H_A
1427,7YQZ_1_J_C
1427,6WPS_1_F_E
1427,6WPT_1_D_A
1427,7YQZ_1_I_A
1427,7YQX_1_I_A
1427,7YQX_1_H_B
1427,6WPS_1_C_B
1427,7YR0_1_C_A
1427,6WPT_1_H_C
1427,8EUU_1_K_E
1427,7N8H_1_H_K
1427,8EUU_1_G_A
1427,7N8H_1_E_F
1427,8EUW_1_K_E
1427,8DLW_1_C_E
1427,7LXZ_1_F_A
1427,7LY2_1_M_B
1427,7K43_1_F_A
1427,8EUU_1_I_C
1427,7LY2_1_F_A
1427,7LXZ_1_E_K
1427,8EUW_1_I_C
1427,8EUV_1_I_C
1427,7LXY_1_M_B
1427,8EUV_1_G_A
1427,8EUW_1_G_A
1427,7LY2_1_E_J
1427,8EUV_1_K_E
1427,8JN1_1_H_E
1427,7LXY_1_F_A
1427,7LXY_1_E_J
1427,7SO9_1_E_K
1427,8DLW_1_F_A
1427,7SO9_1_M_F
1427,7N8H_1_M_A
1427,7K43_1_H_B
1427,7SO9_1_H_A
1427,7LXZ_1_M_B
1427,7K43_1_C_E
1427,8DLW_1_H_B
1427,7R8O_1_M_A
1427,7R8O_1_H_E
1427,7R8O_1_O_B
1427,7UAR_1_D_A
1427,6MYY_1_H_A
1427,7WBH_1_O_B
1427,6MYY_1_G_E
1427,7WBH_1_U_A
1427,7RU4_1_H_A
1427,7WBH_1_P_C
1427,6MYY_1_D_B
1427,7WB5_1_H_R
1427,7RU3_1_E_B
1427,7RU3_1_H_A
1427,8G3R_1_C_G
1427,8G3P_1_G_D
1427,7MEP_1_H_A
1427,7MEP_1_H_C
1427,6J11_1_H_A
1427,7WR9_1_A_F
1427,7WR8_1_A_R
1427,6NFC_1_H_A
1427,7BU8_1_H_C
1427,7KDD_1_H_C
1427,7L56_1_H_C
1427,7RSN_1_H_A
1427,7RSN_1_H_G
1427,7RSN_1_F_C
1427,7RSN_1_F_G
1427,7RSN_1_E_A
1427,7RSN_1_E_C
1427,8U44_1_U_H
1427,8U44_1_S_G
1427,8U44_1_V_A
1427,8TNI_1_X_E
1427,8FIS_1_H_G
1427,6VTT_1_H_G
1427,6VTT_1_H_F
1427,8FLW_1_H_I
1427,8FLW_1_H_G
1427,8FLW_1_H_C
1427,7KFB_1_H_B
1427,7KFB_1_I_C
1427,7M8L_1_H_B
1427,7KFB_1_G_A
1427,7M8L_1_G_A
1427,7M8L_1_I_C
1427,6DCQ_1_M_D
1427,6DCQ_1_H_F
1427,8EJI_1_H_A
1427,8CXI_1_H_A
1427,5N0A_1_I_A
1427,5N0A_1_H_B
1427,4UT6_1_H_A
1427,6UDK_1_D_G
1427,6UDK_1_D_R
1427,6UDK_1_M_K
1427,6UDK_1_H_G
1427,6UDK_1_H_K
1427,6UDK_1_M_R
1427,7UR6_1_J_F
1427,7UR6_1_D_A
1427,7R8N_1_M_A
1427,7R8N_1_H_B
1427,4wem_B
1427,6h71_B
1427,8F8W_1_C_A
1427,8F8X_1_C_B
1427,8PE2_1_B_A
1427,8F8W_1_C_B
1427,8F8W_1_D_A
1427,8F8W_1_D_B
1427,8F8X_1_D_A
1427,8F8X_1_C_A
1427,6h6y_B
1427,4eig_B
1427,8UG9_1_O_C
1427,8G76_1_E_A
1427,8UG9_1_N_B
1427,8G70_1_H_B
1427,8G76_1_I_D
1427,8G70_1_I_D
1427,8G70_1_E_A
1427,8UG9_1_M_A
1427,8G76_1_H_B
1427,8G78_1_H_B
1427,8G78_1_I_D
1427,8G78_1_J_A
1427,5hgg_B
1427,5O8F_1_O_E
1427,5lhn_B
1427,6A96_1_O_E
1427,5O8F_1_K_A
1427,6A96_1_K_D
1427,5O8F_1_L_B
1427,5O8F_1_N_D
1427,5O8F_1_M_C
1427,6A96_1_L_C
1427,5OJM_1_O_E
1427,5OJM_1_M_C
1427,6h15_B
1427,5OJM_1_L_B
1427,5OJM_1_K_A
1427,5OJM_1_N_D
1427,7QND_1_L_C
1427,7QN6_1_K_B
1427,7QNA_1_N_E
1427,6QFA_1_L_C
1427,7QN9_1_L_C
1427,6QFA_1_M_D
1427,7QN8_1_L_C
1427,7QNC_1_F_C
1427,7QN5_1_G_D
1427,7QNC_1_G_D
1427,7QNB_1_N_E
1427,7QND_1_M_D
1427,6QFA_1_K_B
1427,7QN5_1_F_C
1427,6QFA_1_N_E
1427,7QN8_1_M_D
1427,7QN6_1_L_C
1427,7QND_1_K_B
1427,6QFA_1_O_A
1427,7QN7_1_F_C
1427,7QN6_1_M_D
1427,8PVB_1_O_A
1427,7QN7_1_G_D
1427,7A5V_1_O_A
1427,7QN9_1_M_D
1427,7QN8_1_K_B
1427,2p49_B
1427,3qsk_B
1427,2p4a_B
1427,4pou_B
1427,5boz_B
1427,7SQ1_1_A_G
1427,7SQ1_1_H_E
1427,7TXZ_1_H_B
1427,7TXZ_1_E_A
1427,6FYU_1_I_G
1427,6FYU_1_C_A
1427,8C9X_1_H_C
1427,8C9X_1_G_B
1427,8C9X_1_F_A
1427,8C9X_1_J_E
1427,8C9X_1_I_D
1427,2p43_B
1427,2p42_B
1427,2p44_B
1427,2p46_B
1427,2p47_B
1427,2p45_B
1427,2p48_B
1427,5HVF_1_B_A
1427,5HVH_1_C_A
1427,7LY9_1_H_K
1427,6h6z_B
1427,5m2m_B
1427,8CI1_1_H_C
1427,7NOZ_1_R_D
1427,8CI1_1_J_E
1427,8CI1_1_I_D
1427,8CI1_1_G_B
1427,8CI1_1_F_A
1427,4KRM_1_B_A
1427,8CE4_1_I_D
1427,8CE4_1_H_C
1427,4KRL_1_B_A
1427,8CE4_1_F_A
1427,8CE4_1_G_B
1427,8CE4_1_J_E
1427,6h16_B
1427,6cwg_B
1427,7LXZ_1_H_A
1427,7LXZ_1_G_B
1427,7LXZ_1_N_K
1427,5W9I_1_G_E
1427,5W9I_1_C_A
1427,5W9H_1_H_G
1427,5W9I_1_K_I
1427,5W9H_1_B_A
1427,5W9H_1_E_D
1427,6PV7_1_F_D
1427,6PV8_1_F_D
1427,6PV8_1_H_A
1427,6PV7_1_H_A
1427,5U8Q_1_H_A
1427,5U8R_1_H_A
1427,6P65_1_F_E
1427,6P65_1_H_A
1427,6P65_1_C_B
1427,7YR1_1_H_A
1427,7YR1_1_D_B
1427,7YR1_1_E_C
1427,8TL5_1_I_C
1427,8TL5_1_K_E
1427,8TL5_1_G_A
1427,7KC1_1_E_C
1427,7KC1_1_J_G
1427,7KC1_1_H_A
1427,6NB3_1_H_A
1427,6P62_1_H_A
1427,6P62_1_F_E
1427,6P62_1_C_B
1427,8TCO_1_E_A
1427,6ORO_1_J_I
1427,7XST_1_F_B
1427,7XMZ_1_G_A
1427,6VO0_1_I_D
1427,6VO0_1_H_A
1427,6VO0_1_G_C
1427,6U59_1_H_A
1427,6U59_1_F_C
1427,6U59_1_K_G
1427,8FIS_1_J_F
1427,7LPN_1_I_F
1427,8FIS_1_I_F
1427,7LPN_1_H_G
1427,7LPN_1_I_G
1427,8FIS_1_J_G
1427,7LPN_1_H_C
1427,8FIS_1_I_C
1427,7LPN_1_D_F
1427,7LPN_1_D_C
1427,8G78_1_G_A
1427,8G78_1_E_D
1427,8G70_1_K_D
1427,8G77_1_F_B
1427,7TLZ_1_B_J
1427,7TM0_1_G_B
1427,7TM0_1_I_A
1427,7TM0_1_E_C
1427,7UKM_1_M_B
1427,7UKL_1_H_C
1427,7UKL_1_X_B
1427,7UKL_1_M_A
1427,7PC2_1_O_B
1427,7PC2_1_M_C
1427,7PC2_1_Q_A
1427,3ZTJ_1_G_A
1427,7D4B_1_B_A
1427,7L2F_1_H_A
1427,7L2F_1_I_B
1427,5ovw_B
1427,7L2F_1_G_C
1427,5imk_B
1427,5imm_B
1427,4GXU_1_O_C
1427,4LAJ_1_H_J
1427,6ORO_1_D_B
1427,8PE1_1_D_B
1427,6ORO_1_H_G
1427,6her_B
1427,8F0H_1_B_C
1427,8H08_1_I_B
1427,8H08_1_N_C
1427,7L2E_1_H_A
1427,7L2E_1_G_B
1427,8BF4_1_E_F
1427,8H07_1_I_B
1427,8JN5_1_H_C
1427,8H08_1_Q_A
1427,8H07_1_Q_A
1427,7L2E_1_I_C
1427,8JN4_1_H_C
1427,8H07_1_N_C
1427,7N8I_1_H_A
1427,8GTQ_1_I_B
1427,7T4S_1_H_D
1427,7SO9_1_C_A
1427,7SOA_1_H_A
1427,7SOD_1_H_A
1427,4weu_B
1427,7SOB_1_F_D
1427,7SO9_1_J_F
1427,7N8H_1_J_F
1427,5m2i_B
1427,7LXW_1_H_A
1427,7LXY_1_H_A
1427,7SOB_1_C_A
1427,8GTQ_1_H_A
1427,7N8H_1_C_A
1427,7LXY_1_N_J
1427,7SO9_1_O_K
1427,7N8H_1_O_K
1427,8GTQ_1_J_C
1427,7LXY_1_G_B
1427,7SOB_1_M_K
1427,8JVA_1_D_F
1427,8ZHG_1_H_C
1427,7WWM_1_H_A
1427,7WWM_1_I_B
1427,7WWM_1_J_C
1427,7LY2_1_G_B
1427,7MDT_1_H_A
1427,7LY0_1_H_A
1427,8BW0_1_H_C
1427,7LY2_1_N_J
1427,6fe4_B
1427,7JVA_1_H_A
1427,7LY2_1_H_A
1427,8BF4_1_D_F
1427,7D2Z_1_A_B
1427,5m2j_B
1427,6fv0_B
1427,3zkq_B
1427,6fuz_B
1427,6UYE_1_H_B
1427,6UYE_1_G_A
1427,6UYE_1_I_C
1427,7K8Z_1_M_C
1427,5o0w_B
1427,5o03_B
1427,8PIZ_1_B_A
1427,6f2g_B
1427,4eiz_B
1427,5jds_B
1427,7S7R_1_B_A
1427,4ksd_B
1427,6FYW_1_C_A
1427,5j56_B
1427,5u4m_B
1427,4i0c_B
1427,1g6v_B
1427,5FUC_1_V_D
1427,4kfz_B
1427,8XI6_1_D_A
1427,5NQW_1_C_A
1427,8XI6_1_F_B
1427,8XI6_1_H_C
1427,5NQW_1_D_B
1427,5dmj_B
1427,7UAP_1_O_C
1427,7UAP_1_H_A
1427,7UAP_1_M_B
1427,7UAQ_1_H_A
1427,5toj_B
1427,8G4M_1_D_C
1427,8G4M_1_H_I
1427,8G4M_1_J_G
1427,8G4T_1_H_I
1427,8G4T_1_D_C
1427,8G4T_1_J_G
1427,8BB7_1_D_B
1427,6FYT_1_I_B
1427,5j57_B
1427,7WWL_1_I_B
1427,7WWL_1_J_A
1427,7WWL_1_H_C
1427,7MDU_1_E_B
1427,6NFC_1_K_I
1427,4lgr_B
1427,5hvg_B
1427,4x7d_B
1427,4wen_B
1427,4x7e_B
1427,7X2L_1_B_E
1427,8G70_1_O_B
1427,8G74_1_E_B
1427,8G7B_1_E_B
1427,5o2u_B
1427,5o05_B
1427,5omn_B
1427,8R9X_1_H_A
1427,8TNG_1_H_E
1427,8Q6R_1_A_D
1427,8F4P_1_D_B
1427,7MJS_1_H_X
1427,4hep_B
1427,7WHJ_1_D_A
1427,7MJH_1_E_C
1427,4z9k_B
1427,7TN9_1_Q_V
1427,7WHJ_1_F_C
1427,7TN9_1_M_W
1427,7TN9_1_O_X
1427,8FCZ_1_D_B
1427,8FCZ_1_C_A
1427,8FD0_1_D_B
1427,8FD0_1_C_A
1427,4x7f_B
1427,8TJR_1_J_C
1427,8TJR_1_H_F
1427,3k3q_B
1427,8IDI_1_A_D
1427,8IFN_1_A_B
1427,8IFN_1_F_E
1427,8IFN_1_D_C
1427,4w6y_B
1427,8IDO_1_D_B
1427,4w6x_B
1427,7XRP_1_B_A
1427,7S2S_1_C_B
1427,8TNH_1_H_C
1427,4w6w_B
1427,6gjq_B
1427,1kxt_B
1427,1kxq_B
1427,5my6_B
1427,8TJS_1_R_I
1427,8TJS_1_R_N
1427,8TJS_1_Q_B
1427,8DER_1_X_B
1427,8DER_1_W_C
1427,8DER_1_H_A
1427,5l21_B
1427,7XCP_1_H_A
1427,8WE4_1_H_A
1427,7KDE_1_S_E
1427,7KDE_1_S_A
1427,7MXE_1_H_D
1427,7KDE_1_O_G
1427,7MXE_1_A_F
1427,7KDE_1_O_B
1427,7MXE_1_H_G
1427,7KDE_1_Q_F
1427,7KDE_1_Q_C
1427,7MXE_1_A_J
1427,7MXE_1_M_C
1427,7MXE_1_M_P
1427,6CM3_1_T_C
1427,6CM3_1_R_A
1427,6CM3_1_P_D
1427,6CM3_1_R_E
1427,6CM3_1_T_F
1427,6CM3_1_P_B
1427,8CZZ_1_C_B
1427,8DOK_1_G_F
1427,8G6U_1_G_E
1427,8GPJ_1_A_Z
1427,6NQD_1_G_E
1427,8G6U_1_K_J
1427,8CZZ_1_G_F
1427,8G6U_1_C_B
1427,8DOK_1_C_B
1427,8G6U_1_G_F
1427,8G6U_1_C_A
1427,6NQD_1_K_J
1427,6NQD_1_G_F
1427,6NQD_1_C_B
1427,8GPJ_1_H_U
1427,8GPJ_1_D_V
1427,8CZZ_1_C_A
1427,8DOK_1_C_A
1427,8CZZ_1_K_I
1427,8G6U_1_K_I
1427,8CZZ_1_K_J
1427,8GPJ_1_D_X
1427,8GPJ_1_H_Y
1427,6NQD_1_C_A
1427,8CZZ_1_G_E
1427,6NQD_1_K_I
1427,8DOK_1_K_J
1427,8DOK_1_G_E
1427,8DOK_1_K_I
1427,7A3Q_1_H_A
1427,7V3G_1_I_C
1427,7CTH_1_I_B
1427,4UT9_1_H_A
1427,7V3H_1_K_B
1427,7V3H_1_I_C
1427,7V3H_1_G_A
1427,7V3G_1_G_A
1427,7CTH_1_H_C
1427,7A3P_1_I_B
1427,7A3Q_1_I_B
1427,8DTO_1_G_E
1427,8DTO_1_C_A
1427,8DTO_1_K_I
1427,8TKC_1_K_E
1427,8TKC_1_I_C
1427,7MXE_1_R_J
1427,7KDE_1_H_G
1427,8TKC_1_G_A
1427,7KDE_1_J_F
1427,7KDE_1_M_E
1427,8TL2_1_K_E
1427,8TOP_1_U_O
1427,8TOP_1_Y_S
1427,8TOP_1_J_C
1427,8TOP_1_M_E
1427,8TOP_1_H_A
1427,8TOP_1_W_Q
1427,7UOT_1_H_A
1427,7UOT_1_H_C
1427,6PZY_1_C_A
1427,6PZY_1_G_B
1427,6PZY_1_H_E
1427,6PZY_1_I_F
1427,8TO7_1_I_A
1427,8TO7_1_G_B
1427,8TO7_1_H_C
1427,6UDK_1_A_G
1427,7UGQ_1_M_A
1427,6UDK_1_F_K
1427,6OKP_1_K_E
1427,7UGQ_1_N_B
1427,7UGQ_1_O_C
1427,7UGN_1_M_A
1427,6UDK_1_O_R
1427,7UGN_1_N_B
1427,7UGN_1_O_C
1427,8CZZ_1_O_E
1427,8CZZ_1_Q_I
1427,8G6U_1_Q_I
1427,8DOK_1_M_A
1427,8G6U_1_M_A
1427,8DOK_1_Q_I
1427,8CZZ_1_M_A
1427,8G6U_1_O_E
1427,8DOK_1_O_E
1427,8TTW_1_O_E
1427,8TTW_1_Q_I
1427,8TTW_1_M_A
1427,7UCG_1_Q_P
1427,7UCG_1_H_G
1427,7UCG_1_J_I
1427,6XRT_1_H_F
1427,7T4G_1_G_C
1427,7T4G_1_H_A
1427,7T2P_1_H_A
1427,6XRT_1_H_G
1427,7T4G_1_J_E
1427,6OKP_1_O_E
1427,6OKP_1_Q_F
1427,6OKP_1_M_D
1427,7TFN_1_H_A
1427,7LXN_1_I_C
1427,7LX2_1_H_A
1427,7LXN_1_H_A
1427,7LX2_1_P_C
1427,7LX3_1_P_C
1427,7LX2_1_N_B
1427,7LXM_1_H_A
1427,7LXM_1_N_C
1427,7LX3_1_N_B
1427,7LX3_1_H_A
1427,7LXM_1_P_E
1427,7LXN_1_J_E
1427,6NF5_1_E_C
1427,6NF5_1_O_J
1427,6NF5_1_H_A
1427,8Y4C_1_H_A
1427,8Y4C_1_E_C
1427,8Y4C_1_D_B
1427,5XWD_1_H_A
1427,5C6T_1_H_A
1427,6XSK_1_H_E
1427,6XSK_1_G_C
1427,6XSK_1_I_A
1427,7ZLK_1_M_D
1427,8EJH_1_J_C
1427,8EJH_1_h_B
1427,8EJJ_1_h_b
1427,8EJJ_1_I_c
1427,8EJJ_1_H_a
1427,7ZLK_1_S_C
1427,7KD6_1_C_E
1427,6VEP_1_C_E
1427,3W11_1_C_E
1427,6VEQ_1_C_E
1427,4OGA_1_C_E
1427,7KI4_1_D_B
1427,7KI4_1_G_E
1427,7KI4_1_H_A
1427,5J3H_1_C_E
1427,7ZLK_1_Q_C
1427,7ZLK_1_H_D
1427,7ZLK_1_O_A
1427,8T4A_1_H_A
1427,7UR6_1_H_G
1427,8T4A_1_P_F
1427,8T4A_1_O_E
1427,8CW9_1_H_F
1427,8CW9_1_C_A
1427,8CW9_1_I_E
1427,7AKD_1_H_B
1427,7AKJ_1_G_C
1427,7AKD_1_D_C
1427,7AKJ_1_H_A
1427,7AKJ_1_E_B
1427,8X2L_1_H_B
1427,8WEJ_1_H_B
1427,8P8A_1_D_A
1427,7NEQ_1_F_B
1427,6ETI_1_F_B
1427,8P8J_1_D_A
1427,8P8J_1_F_B
1427,6HCO_1_D_A
1427,6HCO_1_F_B
1427,7NEQ_1_D_A
1427,8P8A_1_F_B
1427,7NFD_1_F_B
1427,6ETI_1_D_A
1427,5NJG_1_E_B
1427,5NJG_1_C_A
1427,6FEQ_1_D_A
1427,6FEQ_1_F_B
1427,7NFD_1_D_A
1427,8G85_1_H_J
1427,8G85_1_A_K
1427,8G85_1_F_E
1427,8G85_1_F_G
1427,6VI0_1_H_G
1427,6VI0_1_K_I
1427,6VI0_1_E_C
1427,6NNF_1_U_G
1427,5FYJ_1_U_G
1427,5FYK_1_U_G
1427,6NM6_1_U_G
1427,7UGQ_1_G_A
1427,7UGQ_1_H_A
1427,7UGQ_1_I_B
1427,7UGQ_1_I_C
1427,7UGQ_1_H_B
1427,7UGQ_1_G_C
1427,7UCG_1_C_P
1427,7UCG_1_N_G
1427,7UCG_1_C_I
1427,7UCG_1_D_I
1427,7UCG_1_N_P
1427,7UCG_1_D_G
1427,8EZ3_1_H_A
1427,7PC2_1_I_A
1427,7PC2_1_I_B
1427,7LY9_1_A_K
1427,7PC2_1_G_B
1427,7PC2_1_K_A
1427,7PC2_1_G_C
1427,8GJE_1_G_C
1427,7LY9_1_E_D
1427,7LY9_1_B_G
1427,8GJE_1_H_A
1427,8GJE_1_I_D
1427,7WRY_1_H_R
1427,7WRZ_1_H_R
1427,8SAS_1_H_F
1427,8SAS_1_C_A
1427,8SAS_1_M_K
1427,8SAR_1_H_F
1427,8SAQ_1_H_E
1427,8SB5_1_H_F
1427,8SAR_1_C_A
1427,8SB5_1_M_K
1427,8SAQ_1_C_A
1427,8SAR_1_M_K
1427,8SB5_1_C_A
1427,8SAQ_1_M_K
1427,7LG6_1_O_E
1427,7LG6_1_H_A
1427,7LG6_1_P_F
1427,7K9J_1_H_A
1427,7K9J_1_J_C
1427,7K9K_1_H_A
1427,7K9J_1_I_B
1427,7TL0_1_D_A
1427,7TL0_1_F_B
1427,7TL0_1_H_C
